id;post_id;author_id;content;status
a0ce709b-e8b2-4d6d-9fd9-2caeafea4ed5;bf91c8d2-b6b7-41ce-add3-6bd51b86f91c;afaa650e-dcb2-4ebb-91df-29c6bca90f03;../fake-data/blob/hipster.txt;ACTIVE
5f7e565b-fc9c-42e7-8d58-70a15efe91c2;02b3aed5-7830-475d-a085-38a40adafcbb;81493e10-d0f0-4f07-b25e-646e09d04d72;../fake-data/blob/hipster.txt;DELETED
800f7024-d500-49f3-a36b-24c88edc0245;333f1253-214a-402e-950a-8d8e7183697c;9bbf603d-83ac-4af3-87f3-8784a7e035dc;../fake-data/blob/hipster.txt;ACTIVE
91dc7eda-161a-40e8-bcdf-023a87f03afd;f927561c-7b6a-4070-8f7f-e116611cfc19;be6d2838-8a49-49ee-b0e7-d8c06121e011;../fake-data/blob/hipster.txt;DELETED
330b20d5-c46b-4fb2-941d-3bc86960fbc7;6f364f6c-78f5-4745-8361-636119ee6e17;57c8279f-04b6-41a2-bf6b-9e0fbcbdfb3d;../fake-data/blob/hipster.txt;ACTIVE
d6f76965-96a7-4e28-81b3-c2a01303e42b;283202bb-e778-4f3a-a068-18475febf019;ff5bd94a-f4e9-4a9c-a89b-2581c9997ea0;../fake-data/blob/hipster.txt;ACTIVE
c8f60e1a-6a07-498c-aba2-00fbc6d12328;a4ffcc81-37d2-4f75-b075-c35c0e03ae0d;69fb5098-7a74-4667-84e0-1d1d49687f17;../fake-data/blob/hipster.txt;ACTIVE
e6579e7a-a0ae-4bff-b5a5-479ae72430fb;1c303fd3-c182-4c2d-abef-e34ac1129669;7b0bce57-0c8c-4445-bbb5-3808eab3e68a;../fake-data/blob/hipster.txt;ACTIVE
fd8a8c65-6dd2-4e29-8c08-a66ee1f58937;6ed3cad3-1fd2-4369-a552-91a983c8ea20;121950c1-7574-4e53-9dad-d59e023430e4;../fake-data/blob/hipster.txt;DELETED
172737ab-6f85-4a76-949b-57abe4b467b1;3f37e949-8244-45d7-9323-2b5d6aaa310d;ed750140-0151-4b00-8502-7b70949e8ae0;../fake-data/blob/hipster.txt;ACTIVE
43f5decd-675f-46e8-acf8-a9293eccbe3c;eb534989-2b2b-4335-97bd-d5a8c72bbce9;0bdc9944-f2ea-4286-a7a1-c204e4b2e0a0;../fake-data/blob/hipster.txt;ACTIVE
08965299-7afe-4eff-bb60-72e3007fb3e2;38c98741-ddf5-4413-ba81-8fce1f6a7a47;ef27e751-4af6-4b4b-9c49-6c0d0214e810;../fake-data/blob/hipster.txt;ACTIVE
2db40308-aaf7-4788-b162-bfdfbd34026d;b13cd934-b777-4e5b-a98a-e394318ceef3;6d798af3-94c4-4384-a59c-d9846cd49a05;../fake-data/blob/hipster.txt;DELETED
b461b24c-d814-47e2-8a3c-2c2084aaf5ed;a787f26c-ca8f-49ba-b9a7-ff4d9fb602b8;5fcc382f-a81a-4f8f-9dd9-0e8ae31a1eb9;../fake-data/blob/hipster.txt;ACTIVE
